Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
Microbiological laboratory diagnostics of neglected zoonotic diseases (NZDs).,/pubmed/26391646,"Schwarz NG, Loderstaedt U, Hahn A, Hinz R, Zautner AE, Eibach D, Fischer M, Hagen RM, Frickmann H.",Acta Trop. 2017 Jan;165:40-65. doi: 10.1016/j.actatropica.2015.09.003. Epub 2015 Sep 21. Review.,Acta Trop.  2017,PubMed,citation,PMID:26391646,pubmed,26391646,create date:2015/09/24 | first author:Schwarz NG
Nucleic acid-based drugs against emerging zoonotic viruses.,/pubmed/26399689,Wong JP.,Future Med Chem. 2015;7(13):1709-19. doi: 10.4155/fmc.15.112. Epub 2015 Sep 24. Review.,Future Med Chem.  2015,PubMed,citation,PMID:26399689,pubmed,26399689,create date:2015/09/25 | first author:Wong JP
Yersiniosis - a zoonotic foodborne disease of relevance to public health.,/pubmed/26403101,"Bancerz-Kisiel A, Szweda W.",Ann Agric Environ Med. 2015;22(3):397-402. doi: 10.5604/12321966.1167700. Review.,Ann Agric Environ Med.  2015,PubMed,citation,PMID:26403101,pubmed,26403101,create date:2015/09/26 | first author:Bancerz-Kisiel A
The Vietnam Initiative on Zoonotic Infections (VIZIONS): A Strategic Approach to Studying Emerging Zoonotic Infectious Diseases.,/pubmed/26403795,"Rabaa MA, Tue NT, Phuc TM, Carrique-Mas J, Saylors K, Cotten M, Bryant JE, Nghia HD, Cuong NV, Pham HA, Berto A, Phat VV, Dung TT, Bao LH, Hoa NT, Wertheim H, Nadjm B, Monagin C, van Doorn HR, Rahman M, Tra MP, Campbell JI, et al.",Ecohealth. 2015 Dec;12(4):726-35. doi: 10.1007/s10393-015-1061-0. Epub 2015 Sep 24. Review.,Ecohealth.  2015,PubMed,citation,PMID:26403795 | PMCID:PMC4700077,pubmed,26403795,create date:2015/09/26 | first author:Rabaa MA
Pathogen Loading From Canada Geese Faeces in Freshwater: Potential Risks to Human Health Through Recreational Water Exposure.,/pubmed/26414207,"Gorham TJ, Lee J.",Zoonoses Public Health. 2016 May;63(3):177-90. doi: 10.1111/zph.12227. Epub 2015 Sep 28. Review.,Zoonoses Public Health.  2016,PubMed,citation,PMID:26414207,pubmed,26414207,create date:2015/09/29 | first author:Gorham TJ
Fascioliasis: An Ongoing Zoonotic Trematode Infection.,/pubmed/26417603,"Nyindo M, Lukambagire AH.",Biomed Res Int. 2015;2015:786195. doi: 10.1155/2015/786195. Epub 2015 Aug 31. Review.,Biomed Res Int.  2015,PubMed,citation,PMID:26417603 | PMCID:PMC4568335,pubmed,26417603,create date:2015/09/30 | first author:Nyindo M
Disease Risk Assessments Involving Companion Animals: an Overview for 15 Selected Pathogens Taking a European Perspective.,/pubmed/26422413,"Rijks JM, Cito F, Cunningham AA, Rantsios AT, Giovannini A.",J Comp Pathol. 2016 Jul;155(1 Suppl 1):S75-97. doi: 10.1016/j.jcpa.2015.08.003. Epub 2015 Sep 28. Review.,J Comp Pathol.  2016,PubMed,citation,PMID:26422413,pubmed,26422413,create date:2015/10/01 | first author:Rijks JM
Rates of Lateral Gene Transfer in Prokaryotes: High but Why?,/pubmed/26433693,"Vos M, Hesselman MC, te Beek TA, van Passel MW, Eyre-Walker A.",Trends Microbiol. 2015 Oct;23(10):598-605. doi: 10.1016/j.tim.2015.07.006. Review.,Trends Microbiol.  2015,PubMed,citation,PMID:26433693,pubmed,26433693,create date:2015/10/05 | first author:Vos M
"Schmallenberg disease in sheep or goats: Past, present and future.",/pubmed/26441013,"Lievaart-Peterson K, Luttikholt S, Peperkamp K, Van den Brom R, Vellema P.",Vet Microbiol. 2015 Dec 14;181(1-2):147-53. doi: 10.1016/j.vetmic.2015.08.005. Epub 2015 Aug 12. Review.,Vet Microbiol.  2015,PubMed,citation,PMID:26441013,pubmed,26441013,create date:2015/10/07 | first author:Lievaart-Peterson K
Filovirus pathogenesis and immune evasion: insights from Ebola virus and Marburg virus.,/pubmed/26439085,"Messaoudi I, Amarasinghe GK, Basler CF.",Nat Rev Microbiol. 2015 Nov;13(11):663-76. doi: 10.1038/nrmicro3524. Epub 2015 Oct 6. Review.,Nat Rev Microbiol.  2015,PubMed,citation,PMID:26439085 | PMCID:PMC5201123,pubmed,26439085,create date:2015/10/07 | first author:Messaoudi I
Hepatitis E virus infection: an emerging occupational risk?,/pubmed/26452392,"De Schryver A, De Schrijver K, François G, Hambach R, van Sprundel M, Tabibi R, Colosio C.",Occup Med (Lond). 2015 Nov;65(8):667-72. doi: 10.1093/occmed/kqv154. Epub 2015 Oct 8. Review.,Occup Med (Lond).  2015,PubMed,citation,PMID:26452392,pubmed,26452392,create date:2015/10/11 | first author:De Schryver A
Middle East respiratory syndrome coronavirus (MERS-CoV): what lessons can we learn?,/pubmed/26452615,"Omrani AS, Shalhoub S.",J Hosp Infect. 2015 Nov;91(3):188-96. doi: 10.1016/j.jhin.2015.08.002. Epub 2015 Aug 22. Review.,J Hosp Infect.  2015,PubMed,citation,PMID:26452615,pubmed,26452615,create date:2015/10/11 | first author:Omrani AS
Flying ticks: anciently evolved associations that constitute a risk of infectious disease spread.,/pubmed/26467109,"de la Fuente J, Estrada-Peña A, Cabezas-Cruz A, Brey R.",Parasit Vectors. 2015 Oct 15;8:538. doi: 10.1186/s13071-015-1154-1. Review.,Parasit Vectors.  2015,PubMed,citation,PMID:26467109 | PMCID:PMC4607018,pubmed,26467109,create date:2015/10/16 | first author:de la Fuente J
The Importance of Ticks in Q Fever Transmission: What Has (and Has Not) Been Demonstrated?,/pubmed/26458781,"Duron O, Sidi-Boumedine K, Rousset E, Moutailler S, Jourdain E.",Trends Parasitol. 2015 Nov;31(11):536-52. doi: 10.1016/j.pt.2015.06.014. Epub 2015 Oct 11. Review.,Trends Parasitol.  2015,PubMed,citation,PMID:26458781,pubmed,26458781,create date:2015/10/16 | first author:Duron O
Clinical Features of Pulmonary Sparganosis.,/pubmed/26465081,"Li N, Xiang Y, Feng Y, Li M, Gao BL, Li QY.",Am J Med Sci. 2015 Dec;350(6):436-41. doi: 10.1097/MAJ.0000000000000578. Review.,Am J Med Sci.  2015,PubMed,citation,PMID:26465081,pubmed,26465081,create date:2015/10/16 | first author:Li N
Molecular pathogenesis of H5 highly pathogenic avian influenza: the role of the haemagglutinin cleavage site motif.,/pubmed/26467906,"Luczo JM, Stambas J, Durr PA, Michalski WP, Bingham J.",Rev Med Virol. 2015 Nov;25(6):406-30. doi: 10.1002/rmv.1846. Epub 2015 Oct 15. Review.,Rev Med Virol.  2015,PubMed,citation,PMID:26467906 | PMCID:PMC5057330,pubmed,26467906,create date:2015/10/16 | first author:Luczo JM
Streptococcus suis vaccines: candidate antigens and progress.,/pubmed/26468755,Segura M.,Expert Rev Vaccines. 2015;14(12):1587-608. doi: 10.1586/14760584.2015.1101349. Epub 2015 Oct 15. Review.,Expert Rev Vaccines.  2015,PubMed,citation,PMID:26468755,pubmed,26468755,create date:2015/10/16 | first author:Segura M
Zoonotic aspects of vector-borne infections.,/pubmed/26470456,"Failloux AB, Moutailler S.","Rev Sci Tech. 2015 Apr;34(1):175-83, 165-74. Review. English, French. ",Rev Sci Tech.  2015,PubMed,citation,PMID:26470456,pubmed,26470456,create date:2015/10/17 | first author:Failloux AB
Vertebrate reservoirs and secondary epidemiological cycles of vector-borne diseases.,/pubmed/26470455,Kock RA.,Rev Sci Tech. 2015 Apr;34(1):151-63. Review.,Rev Sci Tech.  2015,PubMed,citation,PMID:26470455,pubmed,26470455,create date:2015/10/17 | first author:Kock RA
Geographic range of vector-borne infections and their vectors: the role of African wildlife.,/pubmed/26470454,"van Vuuren M, Penzhorn BL.",Rev Sci Tech. 2015 Apr;34(1):139-49. Review.,Rev Sci Tech.  2015,PubMed,citation,PMID:26470454,pubmed,26470454,create date:2015/10/17 | first author:van Vuuren M
The challenge of using experimental infectivity data in risk assessment for Ebola virus: why ecology may be important.,/pubmed/26480954,"Gale P, Simons RR, Horigan V, Snary EL, Fooks AR, Drew TW.",J Appl Microbiol. 2016 Jan;120(1):17-28. doi: 10.1111/jam.12973. Epub 2015 Nov 26. Review.,J Appl Microbiol.  2016,PubMed,citation,PMID:26480954,pubmed,26480954,create date:2015/10/21 | first author:Gale P
Dysregulation and diagnostic potential of microRNA in Alzheimer's disease.,/pubmed/26484912,"Pan Y, Liu R, Terpstra E, Wang Y, Qiao F, Wang J, Tong Y, Pan B.",J Alzheimers Dis. 2016;49(1):1-12. doi: 10.3233/JAD-150451. Review.,J Alzheimers Dis.  2016,PubMed,citation,PMID:26484912,pubmed,26484912,create date:2015/10/21 | first author:Pan Y
Recovering full-length viral genomes from metagenomes.,/pubmed/26483782,"Smits SL, Bodewes R, Ruiz-González A, Baumgärtner W, Koopmans MP, Osterhaus AD, Schürch AC.",Front Microbiol. 2015 Oct 1;6:1069. doi: 10.3389/fmicb.2015.01069. eCollection 2015. Review.,Front Microbiol.  2015,PubMed,citation,PMID:26483782 | PMCID:PMC4589665,pubmed,26483782,create date:2015/10/21 | first author:Smits SL
Reducing the Risk of Pet-Related Infections to Children.,/pubmed/26490758,McBride DL.,J Pediatr Nurs. 2016 Jan-Feb;31(1):107-8. doi: 10.1016/j.pedn.2015.09.010. Epub 2015 Oct 17. Review. No abstract available. ,J Pediatr Nurs.  2016,PubMed,citation,PMID:26490758,pubmed,26490758,create date:2015/10/23 | first author:McBride DL
Emerging bacterial pathogens: the past and beyond.,/pubmed/26493844,"Vouga M, Greub G.",Clin Microbiol Infect. 2016 Jan;22(1):12-21. doi: 10.1016/j.cmi.2015.10.010. Epub 2015 Oct 19. Review.,Clin Microbiol Infect.  2016,PubMed,citation,PMID:26493844,pubmed,26493844,create date:2015/10/24 | first author:Vouga M
Serological Diagnosis and Follow-Up of Human Cystic Echinococcosis: A New Hope for the Future?,/pubmed/26504805,"Manzano-Román R, Sánchez-Ovejero C, Hernández-González A, Casulli A, Siles-Lucas M.",Biomed Res Int. 2015;2015:428205. doi: 10.1155/2015/428205. Epub 2015 Oct 4. Review.,Biomed Res Int.  2015,PubMed,citation,PMID:26504805 | PMCID:PMC4609352,pubmed,26504805,create date:2015/10/28 | first author:Manzano-Román R
"Non-O1, non-O139 Vibrio cholerae bacteremic skin and soft tissue infections.",/pubmed/26503346,"Maraki S, Christidou A, Anastasaki M, Scoulica E.",Infect Dis (Lond). 2016;48(3):171-6. doi: 10.3109/23744235.2015.1104720. Epub 2015 Oct 26. Review.,Infect Dis (Lond).  2016,PubMed,citation,PMID:26503346,pubmed,26503346,create date:2015/10/28 | first author:Maraki S
Best Practices for Preventing Vector-Borne Diseases in Dogs and Humans.,/pubmed/26507152,"Dantas-Torres F, Otranto D.",Trends Parasitol. 2016 Jan;32(1):43-55. doi: 10.1016/j.pt.2015.09.004. Epub 2015 Oct 22. Review.,Trends Parasitol.  2016,PubMed,citation,PMID:26507152,pubmed,26507152,create date:2015/10/29 | first author:Dantas-Torres F
Chagas disease and transfusion medicine: a perspective from non-endemic countries.,/pubmed/26513769,"Angheben A, Boix L, Buonfrate D, Gobbi F, Bisoffi Z, Pupella S, Gandini G, Aprili G.",Blood Transfus. 2015 Oct;13(4):540-50. doi: 10.2450/2015.0040-15. Review.,Blood Transfus.  2015,PubMed,citation,PMID:26513769 | PMCID:PMC4624528,pubmed,26513769,create date:2015/10/30 | first author:Angheben A
A Systematic Review of Waterborne Disease Outbreaks Associated with Small Non-Community Drinking Water Systems in Canada and the United States.,/pubmed/26513152,"Pons W, Young I, Truong J, Jones-Bitton A, McEwen S, Pintar K, Papadopoulos A.",PLoS One. 2015 Oct 29;10(10):e0141646. doi: 10.1371/journal.pone.0141646. eCollection 2015. Review.,PLoS One.  2015,PubMed,citation,PMID:26513152 | PMCID:PMC4625960,pubmed,26513152,create date:2015/10/30 | first author:Pons W
Hepacivirus cross-species transmission and the origins of the hepatitis C virus.,/pubmed/26517843,"Pybus OG, Thézé J.",Curr Opin Virol. 2016 Feb;16:1-7. doi: 10.1016/j.coviro.2015.10.002. Epub 2015 Oct 28. Review.,Curr Opin Virol.  2016,PubMed,citation,PMID:26517843,pubmed,26517843,create date:2015/10/31 | first author:Pybus OG
Human babesiosis.,/pubmed/26519845,"Rożej-Bielicka W, Stypułkowska-Misiurewicz H, Gołąb E.","Przegl Epidemiol. 2015;69(3):489-94, 605-8. Review. English, Polish. ",Przegl Epidemiol.  2015,PubMed,citation,PMID:26519845,pubmed,26519845,create date:2015/11/01 | first author:Rożej-Bielicka W
Self-disseminating vaccines for emerging infectious diseases.,/pubmed/26524478,"Murphy AA, Redwood AJ, Jarvis MA.",Expert Rev Vaccines. 2016;15(1):31-9. doi: 10.1586/14760584.2016.1106942. Epub 2015 Nov 2. Review.,Expert Rev Vaccines.  2016,PubMed,citation,PMID:26524478 | PMCID:PMC4732410,pubmed,26524478,create date:2015/11/03 | first author:Murphy AA
Immunoregulation in larval Echinococcus multilocularis infection.,/pubmed/26536823,"Wang J, Gottstein B.",Parasite Immunol. 2016 Mar;38(3):182-92. doi: 10.1111/pim.12292. Review.,Parasite Immunol.  2016,PubMed,citation,PMID:26536823,pubmed,26536823,create date:2015/11/06 | first author:Wang J
Diseases Transmitted by Cats.,/pubmed/26542039,"Goldstein EJ, Abrahamian FM.",Microbiol Spectr. 2015 Oct;3(5). doi: 10.1128/microbiolspec.IOL5-0013-2015. Review.,Microbiol Spectr.  2015,PubMed,citation,PMID:26542039,pubmed,26542039,create date:2015/11/07 | first author:Goldstein EJ
"Control strategies against Campylobacter at the poultry production level: biosecurity measures, feed additives and vaccination.",/pubmed/26541243,"Meunier M, Guyard-Nicodème M, Dory D, Chemaly M.",J Appl Microbiol. 2016 May;120(5):1139-73. doi: 10.1111/jam.12986. Epub 2016 Feb 10. Review.,J Appl Microbiol.  2016,PubMed,citation,PMID:26541243,pubmed,26541243,create date:2015/11/07 | first author:Meunier M
Primary Giant Splenic Echinococcal Cyst Treated by Laparoscopy.,/pubmed/26556833,"Arce MA, Limaylla H, Valcarcel M, Garcia HH, Santivañez SJ.",Am J Trop Med Hyg. 2016 Jan;94(1):161-5. doi: 10.4269/ajtmh.13-0505. Epub 2015 Nov 10. Review.,Am J Trop Med Hyg.  2016,PubMed,citation,PMID:26556833 | PMCID:PMC4710423,pubmed,26556833,create date:2015/11/12 | first author:Arce MA
Current status of fasciolosis in Vietnam: an update and perspectives.,/pubmed/26564097,"Bui TD, Doanh PN, Saegerman C, Losson B.",J Helminthol. 2016 Sep;90(5):511-22. doi: 10.1017/S0022149X15000929. Epub 2015 Nov 13. Review.,J Helminthol.  2016,PubMed,citation,PMID:26564097,pubmed,26564097,create date:2015/11/14 | first author:Bui TD
Congenital Tick Borne Diseases: Is This An Alternative Route of Transmission of Tick-Borne Pathogens In Mammals?,/pubmed/26565770,"Jasik KP, Okła H, Słodki J, Rozwadowska B, Słodki A, Rupik W.",Vector Borne Zoonotic Dis. 2015 Nov;15(11):637-44. doi: 10.1089/vbz.2015.1815. Review.,Vector Borne Zoonotic Dis.  2015,PubMed,citation,PMID:26565770,pubmed,26565770,create date:2015/11/14 | first author:Jasik KP
Parasitic diseases in humans transmitted by vectors.,/pubmed/26568987,"Cholewiński M, Derda M, Hadaś E.",Ann Parasitol. 2015;61(3):137-57. doi: 10.17420/ap6103.01. Review.,Ann Parasitol.  2015,PubMed,citation,PMID:26568987,pubmed,26568987,create date:2015/11/17 | first author:Cholewiński M
Evidence for zoonotic origins of Middle East respiratory syndrome coronavirus.,/pubmed/26572912,"Han HJ, Yu H, Yu XJ.",J Gen Virol. 2016 Feb;97(2):274-80. doi: 10.1099/jgv.0.000342. Epub 2015 Nov 13. Review.,J Gen Virol.  2016,PubMed,citation,PMID:26572912,pubmed,26572912,create date:2015/11/18 | first author:Han HJ
Nontherapeutic Use of Antimicrobial Agents in Animal Agriculture: Implications for Pediatrics.,/pubmed/26574594,"Paulson JA, Zaoutis TE; Council on Environmental Health.; Committee on Infectious Diseases..",Pediatrics. 2015 Dec;136(6):e1670-7. doi: 10.1542/peds.2015-3630. Epub 2015 Nov 16. Review.,Pediatrics.  2015,PubMed,citation,PMID:26574594,pubmed,26574594,create date:2015/11/18 | first author:Paulson JA
Methods for Differentiating Prion Types in Food-Producing Animals.,/pubmed/26580664,"Gough KC, Rees HC, Ives SE, Maddison BC.",Biology (Basel). 2015 Nov 13;4(4):785-813. doi: 10.3390/biology4040785. Review.,Biology (Basel).  2015,PubMed,citation,PMID:26580664 | PMCID:PMC4690018,pubmed,26580664,create date:2015/11/19 | first author:Gough KC
"Bradford Hill's criteria, emerging zoonoses, and One Health.",/pubmed/26589252,"Asokan GV, Asokan V.",J Epidemiol Glob Health. 2016 Sep;6(3):125-9. doi: 10.1016/j.jegh.2015.10.002. Epub 2015 Nov 14. Review.,J Epidemiol Glob Health.  2016,PubMed,citation,PMID:26589252,pubmed,26589252,create date:2015/11/22 | first author:Asokan GV
"Alphaviral equine encephalomyelitis (Eastern, Western and Venezuelan).",/pubmed/26601451,"Aréchiga-Ceballos N, Aguilar-Setién A.",Rev Sci Tech. 2015 Aug;34(2):491-501. Review.,Rev Sci Tech.  2015,PubMed,citation,PMID:26601451,pubmed,26601451,create date:2015/11/26 | first author:Aréchiga-Ceballos N
Lyme disease.,/pubmed/26601457,Chomel B.,Rev Sci Tech. 2015 Aug;34(2):569-76. Review.,Rev Sci Tech.  2015,PubMed,citation,PMID:26601457,pubmed,26601457,create date:2015/11/26 | first author:Chomel B
Dengue and other flavivirus infections.,/pubmed/26601449,"Choumet V, Desprès P.","Rev Sci Tech. 2015 Aug;34(2):473-8, 467-72. Review. English, French. ",Rev Sci Tech.  2015,PubMed,citation,PMID:26601449,pubmed,26601449,create date:2015/11/26 | first author:Choumet V
Leishmaniosis (Leishmania infantum infection) in dogs.,/pubmed/26601461,"Gharbi M, Mhadhbi M, Rejeb A, Jaouadi K, Rouatbi M, Darghouth MA.",Rev Sci Tech. 2015 Aug;34(2):613-26. Review.,Rev Sci Tech.  2015,PubMed,citation,PMID:26601461,pubmed,26601461,create date:2015/11/26 | first author:Gharbi M
West Nile virus.,/pubmed/26601446,"McVey DS, Wilson WC, Gay CG.",Rev Sci Tech. 2015 Aug;34(2):431-9. Review.,Rev Sci Tech.  2015,PubMed,citation,PMID:26601446,pubmed,26601446,create date:2015/11/26 | first author:McVey DS
HUMAN TOXOPLASMOSIS OUTBREAKS AND THE AGENT INFECTING FORM. FINDINGS FROM A SYSTEMATIC REVIEW.,/pubmed/26603222,"Meireles LR, Ekman CC, Andrade HF Jr, Luna EJ.",Rev Inst Med Trop Sao Paulo. 2015 Sep-Oct;57(5):369-76. doi: 10.1590/S0036-46652015000500001. Review.,Rev Inst Med Trop Sao Paulo.  2015,PubMed,citation,PMID:26603222 | PMCID:PMC4660444,pubmed,26603222,create date:2015/11/26 | first author:Meireles LR
Recent advances in the development of vaccines for Ebola virus disease.,/pubmed/26596227,Ohimain EI.,Virus Res. 2016 Jan 4;211:174-85. doi: 10.1016/j.virusres.2015.10.021. Epub 2015 Oct 24. Review.,Virus Res.  2016,PubMed,citation,PMID:26596227,pubmed,26596227,create date:2015/11/26 | first author:Ohimain EI
Ecology and Epidemiology of Lyme Borreliosis.,/pubmed/26593254,"Schotthoefer AM, Frost HM.",Clin Lab Med. 2015 Dec;35(4):723-43. doi: 10.1016/j.cll.2015.08.003. Epub 2015 Sep 26. Review.,Clin Lab Med.  2015,PubMed,citation,PMID:26593254,pubmed,26593254,create date:2015/11/26 | first author:Schotthoefer AM
Borrelia miyamotoi Disease: Neither Lyme Disease Nor Relapsing Fever.,/pubmed/26593262,"Telford SR 3rd, Goethert HK, Molloy PJ, Berardi VP, Chowdri HR, Gugliotta JL, Lepore TJ.",Clin Lab Med. 2015 Dec;35(4):867-82. doi: 10.1016/j.cll.2015.08.002. Epub 2015 Sep 18. Review.,Clin Lab Med.  2015,PubMed,citation,PMID:26593262 | PMCID:PMC4662080,pubmed,26593262,create date:2015/11/26 | first author:Telford SR 3rd
Cystic echinococcosis in South America: systematic review of species and genotypes of Echinococcus granulosus sensu lato in humans and natural domestic hosts.,/pubmed/26610060,"Cucher MA, Macchiaroli N, Baldi G, Camicia F, Prada L, Maldonado L, Avila HG, Fox A, Gutiérrez A, Negro P, López R, Jensen O, Rosenzvit M, Kamenetzky L.",Trop Med Int Health. 2016 Feb;21(2):166-75. doi: 10.1111/tmi.12647. Epub 2015 Dec 28. Review.,Trop Med Int Health.  2016,PubMed,citation,PMID:26610060,pubmed,26610060,create date:2015/11/27 | first author:Cucher MA
Emerging horizons for tick-borne pathogens: from the 'one pathogen-one disease' vision to the pathobiome paradigm.,/pubmed/26610021,"Vayssier-Taussat M, Kazimirova M, Hubalek Z, Hornok S, Farkas R, Cosson JF, Bonnet S, Vourch G, Gasqui P, Mihalca AD, Plantard O, Silaghi C, Cutler S, Rizzoli A.",Future Microbiol. 2015;10(12):2033-43. doi: 10.2217/fmb.15.114. Epub 2015 Nov 19. Review.,Future Microbiol.  2015,PubMed,citation,PMID:26610021 | PMCID:PMC4944395,pubmed,26610021,create date:2015/11/27 | first author:Vayssier-Taussat M
